SiteName,Latitude,Longitude,Elevation,Year,JulianDay,AphidCount,PrecipMM,Aphids_DD,Pea_DD,Vetch_DD
2018-Site-07,46.61277,-117.24152,806,2017,320,0,595.08,3780.06,4888.37,4426.46
2018-Site-07,46.61277,-117.24152,806,2017,327,0,642.15,3798.98,4927.42,4455.49
2018-Site-07,46.61277,-117.24152,806,2017,334,0,654.32,3803.48,4944.18,4465.69
2018-Site-07,46.61277,-117.24152,806,2018,107,0,274.74,106.96,312.88,210.16
2018-Site-07,46.61277,-117.24152,806,2018,114,0,274.74,141.23,378.65,263.33
2018-Site-07,46.61277,-117.24152,806,2018,121,0,279.22,225.31,494.23,366.31
2018-Site-07,46.61277,-117.24152,806,2018,128,0,297.31,348.12,648.54,508.02
2018-Site-07,46.61277,-117.24152,806,2018,135,0,308.4,458.67,790.59,637.47
2018-Site-07,46.61277,-117.24152,806,2018,142,0,335.04,589.61,953.03,787.31
2018-Site-07,46.61277,-117.24152,806,2018,149,1,341.29,729.67,1124.59,946.27
2018-Site-07,46.61277,-117.24152,806,2018,156,2,344.19,836.31,1262.73,1071.81
2018-Site-07,46.61277,-117.24152,806,2018,163,34,365.04,940.39,1398.31,1194.79
2018-Site-07,46.61277,-117.24152,806,2018,170,5,374.92,1054.49,1543.91,1327.79
2018-Site-07,46.61277,-117.24152,806,2018,177,16,383.06,1210.23,1731.15,1502.43
2018-Site-07,46.61277,-117.24152,806,2018,184,30,384.22,1337.06,1889.48,1648.16
2018-Site-07,46.61277,-117.24152,806,2018,191,10,384.22,1515.39,2099.31,1845.39
2018-Site-07,46.61277,-117.24152,806,2018,198,3,384.22,1727.92,2343.34,2076.82
2018-Site-07,46.61277,-117.24152,806,2018,205,0,384.22,1918.69,2565.61,2286.49
2018-Site-07,46.61277,-117.24152,806,2018,212,0,384.22,2158.37,2836.79,2545.07
2018-Site-06,46.62518,-117.23395,783,2017,285,0,489.17,3708.39,4705.71,4294.81
2018-Site-06,46.62518,-117.23395,783,2017,292,0,508.04,3752.52,4779.57,4356.07
2018-Site-06,46.62518,-117.23395,783,2017,299,0,544.12,3793.12,4851.67,4415.57
2018-Site-06,46.62518,-117.23395,783,2017,306,0,548.85,3809.81,4896.23,4447.53
2018-Site-06,46.62518,-117.23395,783,2017,313,0,567.95,3809.81,4900.11,4449.27
2018-Site-06,46.62518,-117.23395,783,2017,320,0,584.05,3812.34,4925.53,4462.78
2018-Site-06,46.62518,-117.23395,783,2017,327,0,630.02,3831.56,4965.51,4492.47
2018-Site-06,46.62518,-117.23395,783,2017,334,0,641.53,3836.17,4982.78,4503.0
2018-Site-06,46.62518,-117.23395,783,2018,107,0,268.61,111.59,321.75,217.49
2018-Site-06,46.62518,-117.23395,783,2018,114,0,268.61,146.69,388.35,271.49
2018-Site-06,46.62518,-117.23395,783,2018,121,0,273.1,231.96,505.12,375.66
2018-Site-06,46.62518,-117.23395,783,2018,128,0,290.54,355.88,660.54,518.48
2018-Site-06,46.62518,-117.23395,783,2018,135,0,301.33,467.68,803.84,649.18
2018-Site-06,46.62518,-117.23395,783,2018,142,0,328.17,600.31,967.97,800.71
2018-Site-06,46.62518,-117.23395,783,2018,149,6,334.24,741.7,1140.86,961.0
2018-Site-06,46.62518,-117.23395,783,2018,156,5,337.25,849.74,1280.4,1087.94
2018-Site-06,46.62518,-117.23395,783,2018,163,9,357.85,955.17,1417.33,1212.27
2018-Site-06,46.62518,-117.23395,783,2018,170,14,367.44,1070.7,1564.36,1346.7
2018-Site-06,46.62518,-117.23395,783,2018,177,22,375.12,1227.86,1753.02,1522.76
2018-Site-06,46.62518,-117.23395,783,2018,184,31,376.22,1356.05,1912.71,1669.85
2018-Site-06,46.62518,-117.23395,783,2018,191,18,376.22,1535.22,2123.38,1867.92
2018-Site-06,46.62518,-117.23395,783,2018,198,7,376.22,1748.31,2367.97,2099.91
2018-Site-06,46.62518,-117.23395,783,2018,205,6,376.22,1939.62,2590.78,2310.12
2018-Site-06,46.62518,-117.23395,783,2018,212,0,376.22,2179.96,2862.62,2569.36
2018-Site-05,46.65718,-117.31465,776,2017,285,0,479.26,3667.6,4659.09,4249.73
2018-Site-05,46.65718,-117.31465,776,2017,292,0,497.89,3710.23,4730.76,4308.8
2018-Site-05,46.65718,-117.31465,776,2017,299,0,531.51,3748.84,4800.87,4366.31
2018-Site-05,46.65718,-117.31465,776,2017,306,0,536.14,3764.29,4843.59,4396.43
2018-Site-05,46.65718,-117.31465,776,2017,313,0,554.54,3764.29,4847.01,4398.03
2018-Site-05,46.65718,-117.31465,776,2017,320,0,571.27,3766.77,4871.49,4411.01
2018-Site-05,46.65718,-117.31465,776,2017,327,0,615.3,3785.83,4910.51,4440.07
2018-Site-05,46.65718,-117.31465,776,2017,334,0,623.44,3790.27,4927.13,4450.2
2018-Site-05,46.65718,-117.31465,776,2018,107,0,249.47,106.83,311.27,209.22
2018-Site-05,46.65718,-117.31465,776,2018,114,0,249.47,139.86,375.8,261.15
2018-Site-05,46.65718,-117.31465,776,2018,121,0,252.63,223.57,491.01,363.76
2018-Site-05,46.65718,-117.31465,776,2018,128,0,272.47,346.57,645.51,505.66
2018-Site-05,46.65718,-117.31465,776,2018,135,0,283.14,457.58,788.02,635.57
2018-Site-05,46.65718,-117.31465,776,2018,142,0,306.19,588.85,950.79,785.74
2018-Site-05,46.65718,-117.31465,776,2018,149,17,311.5,729.02,1122.46,944.81
2018-Site-05,46.65718,-117.31465,776,2018,156,8,315.13,834.54,1259.48,1069.23
2018-Site-05,46.65718,-117.31465,776,2018,163,14,334.34,938.1,1394.54,1191.69
2018-Site-05,46.65718,-117.31465,776,2018,170,13,344.5,1052.15,1540.09,1324.64
2018-Site-05,46.65718,-117.31465,776,2018,177,35,352.48,1207.44,1726.88,1498.83
2018-Site-05,46.65718,-117.31465,776,2018,184,19,353.28,1333.59,1884.53,1643.88
2018-Site-05,46.65718,-117.31465,776,2018,191,23,353.28,1510.82,2093.26,1840.01
2018-Site-05,46.65718,-117.31465,776,2018,198,19,353.28,1723.07,2337.01,2071.16
2018-Site-05,46.65718,-117.31465,776,2018,205,4,353.28,1913.33,2558.77,2280.32
2018-Site-05,46.65718,-117.31465,776,2018,212,0,353.28,2152.7,2829.64,2538.59
2018-Site-04,47.07158,-117.32205,766,2017,285,0,462.79,3529.48,4490.32,4092.79
2018-Site-04,47.07158,-117.32205,766,2017,292,0,479.93,3563.97,4549.99,4140.84
2018-Site-04,47.07158,-117.32205,766,2017,299,0,513.04,3592.19,4608.77,4187.02
2018-Site-04,47.07158,-117.32205,766,2017,306,0,515.84,3604.63,4645.06,4211.91
2018-Site-04,47.07158,-117.32205,766,2017,313,0,532.98,3604.63,4646.99,4212.04
2018-Site-04,47.07158,-117.32205,766,2017,320,0,547.49,3605.37,4665.27,4220.64
2018-Site-04,47.07158,-117.32205,766,2017,327,0,587.25,3621.93,4698.14,4245.89
2018-Site-04,47.07158,-117.32205,766,2017,334,0,597.74,3626.07,4710.57,4253.49
2018-Site-04,47.07158,-117.32205,766,2018,107,0,242.16,69.32,238.26,153.79
2018-Site-04,47.07158,-117.32205,766,2018,114,0,242.16,102.18,302.62,205.55
2018-Site-04,47.07158,-117.32205,766,2018,121,0,246.48,181.87,413.81,304.14
2018-Site-04,47.07158,-117.32205,766,2018,128,1,256.43,304.32,567.76,445.49
2018-Site-04,47.07158,-117.32205,766,2018,135,2,261.76,420.67,715.61,580.74
2018-Site-04,47.07158,-117.32205,766,2018,142,6,278.57,551.84,878.28,730.81
2018-Site-04,47.07158,-117.32205,766,2018,149,36,287.06,695.0,1052.94,892.87
2018-Site-04,47.07158,-117.32205,766,2018,156,5,287.06,797.51,1186.95,1014.28
2018-Site-04,47.07158,-117.32205,766,2018,163,8,306.35,894.47,1315.41,1130.14
2018-Site-04,47.07158,-117.32205,766,2018,170,55,313.26,1010.21,1462.65,1264.78
2018-Site-04,47.07158,-117.32205,766,2018,177,67,319.29,1162.34,1646.28,1435.81
2018-Site-04,47.07158,-117.32205,766,2018,184,35,319.29,1282.19,1797.63,1574.56
2018-Site-04,47.07158,-117.32205,766,2018,191,31,319.29,1456.11,2003.05,1767.38
2018-Site-04,47.07158,-117.32205,766,2018,198,0,319.29,1665.87,2244.31,1996.04
2018-Site-04,47.07158,-117.32205,766,2018,205,7,319.29,1853.42,2463.36,2202.49
2018-Site-04,47.07158,-117.32205,766,2018,212,0,319.29,2089.86,2731.3,2457.83
2018-Site-03,46.51456,-116.82359,817,2017,285,0,614.35,3705.84,4699.19,4288.59
2018-Site-03,46.51456,-116.82359,817,2017,292,0,636.74,3748.77,4772.25,4349.05
2018-Site-03,46.51456,-116.82359,817,2017,299,1,677.1,3787.86,4842.84,4407.04
2018-Site-03,46.51456,-116.82359,817,2017,306,0,684.19,3805.95,4887.02,4439.38
2018-Site-03,46.51456,-116.82359,817,2017,313,0,709.33,3805.95,4890.25,4440.74
2018-Site-03,46.51456,-116.82359,817,2017,320,0,725.46,3805.95,4911.38,4449.8
2018-Site-03,46.51456,-116.82359,817,2017,327,0,779.24,3821.86,4944.06,4474.68
2018-Site-03,46.51456,-116.82359,817,2017,334,0,792.46,3825.85,4958.85,4482.9
2018-Site-03,46.51456,-116.82359,817,2018,107,0,358.9,97.25,296.41,197.15
2018-Site-03,46.51456,-116.82359,817,2018,114,0,358.9,137.84,368.5,256.64
2018-Site-03,46.51456,-116.82359,817,2018,121,0,363.94,223.38,485.54,361.08
2018-Site-03,46.51456,-116.82359,817,2018,128,7,371.48,346.89,640.55,503.49
2018-Site-03,46.51456,-116.82359,817,2018,135,4,379.86,459.54,784.7,635.04
2018-Site-03,46.51456,-116.82359,817,2018,142,4,424.71,591.25,947.91,785.65
2018-Site-03,46.51456,-116.82359,817,2018,149,3,438.3,734.1,1122.26,947.4
2018-Site-03,46.51456,-116.82359,817,2018,156,8,444.44,847.78,1267.44,1079.98
2018-Site-03,46.51456,-116.82359,817,2018,163,7,468.63,957.14,1408.3,1208.24
2018-Site-03,46.51456,-116.82359,817,2018,170,7,482.04,1073.96,1556.62,1343.96
2018-Site-03,46.51456,-116.82359,817,2018,177,38,489.75,1231.57,1745.73,1520.47
2018-Site-03,46.51456,-116.82359,817,2018,184,39,491.71,1361.54,1907.2,1669.34
2018-Site-03,46.51456,-116.82359,817,2018,191,22,491.71,1546.0,2123.16,1872.7
2018-Site-03,46.51456,-116.82359,817,2018,198,22,491.71,1759.5,2368.16,2105.1
2018-Site-03,46.51456,-116.82359,817,2018,205,3,491.71,1953.58,2593.74,2318.08
2018-Site-03,46.51456,-116.82359,817,2018,212,0,491.71,2192.63,2864.29,2576.03
2018-Site-02,46.58905,-116.94677,847,2017,285,0,583.51,3661.37,4650.26,4240.21
2018-Site-02,46.58905,-116.94677,847,2017,292,0,605.64,3703.47,4721.98,4299.33
2018-Site-02,46.58905,-116.94677,847,2017,299,0,649.7,3741.55,4791.53,4356.28
2018-Site-02,46.58905,-116.94677,847,2017,306,0,655.72,3759.58,4835.85,4388.52
2018-Site-02,46.58905,-116.94677,847,2017,313,0,678.0,3759.58,4838.98,4389.73
2018-Site-02,46.58905,-116.94677,847,2017,320,0,692.72,3759.76,4859.26,4398.15
2018-Site-02,46.58905,-116.94677,847,2017,327,0,747.16,3776.18,4892.72,4423.57
2018-Site-02,46.58905,-116.94677,847,2017,334,0,761.85,3780.23,4907.31,4431.86
2018-Site-02,46.58905,-116.94677,847,2018,107,1,332.11,92.04,285.85,188.89
2018-Site-02,46.58905,-116.94677,847,2018,114,0,332.11,130.55,355.86,246.3
2018-Site-02,46.58905,-116.94677,847,2018,121,0,336.38,214.6,471.41,349.25
2018-Site-02,46.58905,-116.94677,847,2018,128,0,346.37,337.15,625.46,490.7
2018-Site-02,46.58905,-116.94677,847,2018,135,5,356.35,448.35,768.16,620.8
2018-Site-02,46.58905,-116.94677,847,2018,142,6,396.43,578.9,930.21,770.25
2018-Site-02,46.58905,-116.94677,847,2018,149,36,409.83,719.17,1101.98,929.42
2018-Site-02,46.58905,-116.94677,847,2018,156,2,414.04,829.42,1243.73,1058.57
2018-Site-02,46.58905,-116.94677,847,2018,163,4,432.03,935.55,1381.36,1183.6
2018-Site-02,46.58905,-116.94677,847,2018,170,15,442.78,1049.76,1527.07,1316.71
2018-Site-02,46.58905,-116.94677,847,2018,177,17,447.24,1205.03,1713.84,1490.88
2018-Site-02,46.58905,-116.94677,847,2018,184,46,448.84,1331.84,1872.15,1636.59
2018-Site-02,46.58905,-116.94677,847,2018,191,39,448.84,1513.22,2085.03,1836.87
2018-Site-02,46.58905,-116.94677,847,2018,198,15,448.84,1725.39,2328.7,2067.94
2018-Site-02,46.58905,-116.94677,847,2018,205,10,448.84,1916.89,2551.7,2278.34
2018-Site-02,46.58905,-116.94677,847,2018,212,0,448.84,2156.02,2822.33,2536.37
2018-Site-01,46.72771,-116.95551,805,2017,285,0,542.8,3626.66,4614.6,4205.41
2018-Site-01,46.72771,-116.95551,805,2017,292,0,563.7,3667.1,4684.46,4262.67
2018-Site-01,46.72771,-116.95551,805,2017,299,1,603.1,3704.08,4752.57,4318.18
2018-Site-01,46.72771,-116.95551,805,2017,306,0,607.35,3721.33,4795.57,4349.62
2018-Site-01,46.72771,-116.95551,805,2017,313,0,625.01,3721.33,4799.13,4350.81
2018-Site-01,46.72771,-116.95551,805,2017,320,0,640.12,3721.73,4820.15,4359.83
2018-Site-01,46.72771,-116.95551,805,2017,327,0,693.55,3738.51,4854.3,4385.72
2018-Site-01,46.72771,-116.95551,805,2017,334,0,703.59,3742.59,4869.59,4394.29
2018-Site-01,46.72771,-116.95551,805,2018,107,0,314.11,88.59,278.77,184.61
2018-Site-01,46.72771,-116.95551,805,2018,114,0,314.11,124.75,346.43,239.67
2018-Site-01,46.72771,-116.95551,805,2018,121,0,316.42,208.88,462.06,342.7
2018-Site-01,46.72771,-116.95551,805,2018,128,0,329.13,330.83,615.51,483.55
2018-Site-01,46.72771,-116.95551,805,2018,135,1,338.15,443.01,759.19,614.63
2018-Site-01,46.72771,-116.95551,805,2018,142,2,369.74,576.28,923.96,766.8
2018-Site-01,46.72771,-116.95551,805,2018,149,5,377.29,717.05,1096.23,926.47
2018-Site-01,46.72771,-116.95551,805,2018,156,3,380.9,825.67,1236.35,1053.99
2018-Site-01,46.72771,-116.95551,805,2018,163,2,399.73,929.66,1371.84,1176.88
2018-Site-01,46.72771,-116.95551,805,2018,170,10,409.44,1043.32,1517.0,1309.44
2018-Site-01,46.72771,-116.95551,805,2018,177,16,413.91,1197.71,1702.89,1482.73
2018-Site-01,46.72771,-116.95551,805,2018,184,9,414.96,1321.77,1858.45,1625.69
2018-Site-01,46.72771,-116.95551,805,2018,191,10,414.96,1498.58,2066.76,1821.4
2018-Site-01,46.72771,-116.95551,805,2018,198,5,414.96,1705.42,2305.1,2047.14
2018-Site-01,46.72771,-116.95551,805,2018,205,1,414.96,1891.56,2522.74,2252.18
2018-Site-01,46.72771,-116.95551,805,2018,212,0,414.96,2127.38,2790.06,2506.9
2017-Site-13,46.54965,-117.09328,793,2016,293,0,489.97,3801.9,4930.92,4463.1
2017-Site-13,46.54965,-117.09328,793,2016,300,0,519.46,3865.52,5026.04,4545.62
2017-Site-13,46.54965,-117.09328,793,2016,307,0,552.56,3910.21,5102.23,4609.21
2017-Site-13,46.54965,-117.09328,793,2016,314,0,552.56,3986.61,5210.13,4704.51
2017-Site-13,46.54965,-117.09328,793,2016,321,0,566.91,4041.5,5293.18,4775.6
2017-Site-13,46.54965,-117.09328,793,2016,335,0,598.07,4041.82,5315.43,4785.79
2017-Site-13,46.54965,-117.09328,793,2017,88,0,289.61,55.29,180.99,122.9
2017-Site-13,46.54965,-117.09328,793,2017,95,0,290.66,73.37,227.87,157.18
2017-Site-13,46.54965,-117.09328,793,2017,102,0,307.53,101.95,285.62,202.33
2017-Site-13,46.54965,-117.09328,793,2017,109,0,328.42,129.34,343.2,247.31
2017-Site-13,46.54965,-117.09328,793,2017,116,0,358.28,172.12,417.48,308.99
2017-Site-13,46.54965,-117.09328,793,2017,123,0,360.5,213.29,490.15,369.06
2017-Site-13,46.54965,-117.09328,793,2017,130,0,376.09,304.55,612.91,479.22
2017-Site-13,46.54965,-117.09328,793,2017,137,0,405.48,341.37,681.23,534.94
2017-Site-13,46.54965,-117.09328,793,2017,144,0,405.48,460.49,831.85,672.96
2017-Site-13,46.54965,-117.09328,793,2017,151,0,406.61,609.8,1012.66,841.17
2017-Site-13,46.54965,-117.09328,793,2017,158,0,413.43,754.15,1188.51,1004.42
2017-Site-13,46.54965,-117.09328,793,2017,165,21,425.07,853.26,1319.12,1122.43
2017-Site-13,46.54965,-117.09328,793,2017,172,9,431.6,1010.79,1508.15,1298.86
2017-Site-13,46.54965,-117.09328,793,2017,179,56,435.71,1187.75,1716.61,1494.72
2017-Site-13,46.54965,-117.09328,793,2017,186,131,435.71,1388.05,1948.41,1713.92
2017-Site-13,46.54965,-117.09328,793,2017,193,21,435.71,1610.52,2202.38,1955.29
2017-Site-13,46.54965,-117.09328,793,2017,200,0,436.43,1813.19,2436.55,2176.86
2017-Site-13,46.54965,-117.09328,793,2017,207,0,436.43,2021.62,2676.48,2404.19
2017-Site-12,46.58662,-117.18717,799,2016,293,0,488.26,3734.64,4860.04,4394.47
2017-Site-12,46.58662,-117.18717,799,2016,300,0,518.16,3798.78,4955.68,4477.51
2017-Site-12,46.58662,-117.18717,799,2016,307,0,546.9,3843.15,5031.55,4540.78
2017-Site-12,46.58662,-117.18717,799,2016,314,0,546.9,3920.37,5140.27,4636.9
2017-Site-12,46.58662,-117.18717,799,2016,321,0,562.78,3976.08,5224.3,4708.81
2017-Site-12,46.58662,-117.18717,799,2016,335,0,594.59,3976.42,5247.31,4719.61
2017-Site-12,46.58662,-117.18717,799,2017,88,0,300.86,53.1,175.32,117.9
2017-Site-12,46.58662,-117.18717,799,2017,95,0,305.31,69.57,220.29,150.57
2017-Site-12,46.58662,-117.18717,799,2017,102,0,322.95,97.21,276.29,193.97
2017-Site-12,46.58662,-117.18717,799,2017,109,0,343.89,124.26,333.25,238.33
2017-Site-12,46.58662,-117.18717,799,2017,116,0,372.42,166.22,406.71,299.19
2017-Site-12,46.58662,-117.18717,799,2017,123,0,375.9,205.54,477.53,357.41
2017-Site-12,46.58662,-117.18717,799,2017,130,0,390.52,295.05,598.54,465.82
2017-Site-12,46.58662,-117.18717,799,2017,137,0,418.8,331.26,666.25,520.93
2017-Site-12,46.58662,-117.18717,799,2017,144,0,421.33,448.24,814.73,656.81
2017-Site-12,46.58662,-117.18717,799,2017,151,0,422.76,595.35,993.34,822.82
2017-Site-12,46.58662,-117.18717,799,2017,158,0,433.88,737.16,1166.65,983.53
2017-Site-12,46.58662,-117.18717,799,2017,165,0,442.51,834.55,1295.54,1099.82
2017-Site-12,46.58662,-117.18717,799,2017,172,12,449.62,989.71,1482.2,1273.88
2017-Site-12,46.58662,-117.18717,799,2017,179,6,451.97,1164.01,1688.0,1467.08
2017-Site-12,46.58662,-117.18717,799,2017,186,3,451.97,1361.27,1916.76,1683.24
2017-Site-12,46.58662,-117.18717,799,2017,193,2,451.97,1580.67,2167.66,1921.54
2017-Site-12,46.58662,-117.18717,799,2017,200,2,451.97,1779.53,2398.02,2139.3
2017-Site-12,46.58662,-117.18717,799,2017,207,0,451.97,1984.54,2634.53,2363.21
2017-Site-11,46.57327,-117.23763,815,2016,293,0,456.82,3700.75,4822.6,4359.21
2017-Site-11,46.57327,-117.23763,815,2016,300,0,485.23,3764.56,4917.91,4441.92
2017-Site-11,46.57327,-117.23763,815,2016,307,0,511.64,3808.37,4993.22,4504.63
2017-Site-11,46.57327,-117.23763,815,2016,314,0,511.64,3885.64,5101.99,4600.8
2017-Site-11,46.57327,-117.23763,815,2016,321,0,526.95,3940.93,5185.58,4672.29
2017-Site-11,46.57327,-117.23763,815,2016,335,0,555.79,3941.2,5208.5,4683.03
2017-Site-11,46.57327,-117.23763,815,2017,88,0,283.24,52.07,172.29,115.22
2017-Site-11,46.57327,-117.23763,815,2017,95,0,284.95,67.75,216.27,147.1
2017-Site-11,46.57327,-117.23763,815,2017,102,0,302.28,94.59,270.83,189.06
2017-Site-11,46.57327,-117.23763,815,2017,109,0,319.69,121.01,326.83,232.46
2017-Site-11,46.57327,-117.23763,815,2017,116,0,346.52,161.64,398.96,291.99
2017-Site-11,46.57327,-117.23763,815,2017,123,0,350.34,199.7,468.52,348.95
2017-Site-11,46.57327,-117.23763,815,2017,130,0,364.64,288.04,588.36,456.19
2017-Site-11,46.57327,-117.23763,815,2017,137,0,389.59,322.94,654.74,509.97
2017-Site-11,46.57327,-117.23763,815,2017,144,0,392.6,438.62,801.92,644.55
2017-Site-11,46.57327,-117.23763,815,2017,151,0,394.43,584.54,979.34,809.37
2017-Site-11,46.57327,-117.23763,815,2017,158,0,406.18,724.97,1151.27,968.7
2017-Site-11,46.57327,-117.23763,815,2017,165,22,415.15,820.68,1278.48,1083.31
2017-Site-11,46.57327,-117.23763,815,2017,172,10,422.37,974.33,1463.63,1255.86
2017-Site-11,46.57327,-117.23763,815,2017,179,10,426.1,1147.57,1668.37,1448.0
2017-Site-11,46.57327,-117.23763,815,2017,186,22,426.1,1343.85,1896.15,1663.18
2017-Site-11,46.57327,-117.23763,815,2017,193,0,426.1,1562.38,2146.18,1900.61
2017-Site-11,46.57327,-117.23763,815,2017,200,1,426.1,1759.9,2375.2,2117.03
2017-Site-11,46.57327,-117.23763,815,2017,207,1,426.1,1963.95,2610.75,2339.98
2017-Site-10,46.58978,-117.21613,834,2016,293,0,490.09,3654.81,4770.68,4309.71
2017-Site-10,46.58978,-117.21613,834,2016,300,0,520.57,3717.17,4864.54,4390.97
2017-Site-10,46.58978,-117.21613,834,2016,307,0,548.43,3759.77,4938.64,4452.47
2017-Site-10,46.58978,-117.21613,834,2016,314,0,548.43,3836.24,5046.61,4547.84
2017-Site-10,46.58978,-117.21613,834,2016,321,0,564.63,3890.64,5129.01,4618.44
2017-Site-10,46.58978,-117.21613,834,2016,335,0,597.51,3890.81,5150.38,4628.25
2017-Site-10,46.58978,-117.21613,834,2017,88,0,305.92,48.77,166.2,109.67
2017-Site-10,46.58978,-117.21613,834,2017,95,0,310.35,63.19,208.75,140.29
2017-Site-10,46.58978,-117.21613,834,2017,102,0,328.29,89.16,261.82,180.76
2017-Site-10,46.58978,-117.21613,834,2017,109,0,349.34,114.58,316.45,222.79
2017-Site-10,46.58978,-117.21613,834,2017,116,0,376.33,153.61,386.98,280.72
2017-Site-10,46.58978,-117.21613,834,2017,123,0,380.01,190.05,454.92,336.06
2017-Site-10,46.58978,-117.21613,834,2017,130,0,394.45,277.23,573.6,442.14
2017-Site-10,46.58978,-117.21613,834,2017,137,0,419.61,310.97,638.72,494.66
2017-Site-10,46.58978,-117.21613,834,2017,144,0,422.5,425.31,784.56,627.9
2017-Site-10,46.58978,-117.21613,834,2017,151,0,424.14,570.13,960.88,791.62
2017-Site-10,46.58978,-117.21613,834,2017,158,0,435.77,709.4,1131.65,949.79
2017-Site-10,46.58978,-117.21613,834,2017,165,4,444.88,803.64,1257.39,1062.93
2017-Site-10,46.58978,-117.21613,834,2017,172,94,452.14,955.31,1440.56,1233.5
2017-Site-10,46.58978,-117.21613,834,2017,179,23,454.82,1127.18,1643.93,1424.27
2017-Site-10,46.58978,-117.21613,834,2017,186,56,454.82,1322.21,1870.46,1638.2
2017-Site-10,46.58978,-117.21613,834,2017,193,37,454.82,1539.44,2119.19,1874.33
2017-Site-10,46.58978,-117.21613,834,2017,200,16,454.82,1735.74,2346.99,2089.53
2017-Site-10,46.58978,-117.21613,834,2017,207,0,454.82,1938.42,2581.17,2311.11
2017-Site-09,46.61085,-117.24157,806,2016,293,0,470.68,3683.87,4804.11,4341.65
2017-Site-09,46.61085,-117.24157,806,2016,300,0,501.14,3747.33,4899.07,4424.01
2017-Site-09,46.61085,-117.24157,806,2016,307,0,528.76,3790.85,4974.09,4486.43
2017-Site-09,46.61085,-117.24157,806,2016,314,0,528.76,3867.64,5082.38,4582.12
2017-Site-09,46.61085,-117.24157,806,2016,321,0,545.11,3922.38,5165.42,4653.06
2017-Site-09,46.61085,-117.24157,806,2016,335,0,577.33,3922.74,5188.4,4663.95
2017-Site-09,46.61085,-117.24157,806,2017,88,0,302.18,50.02,167.74,111.36
2017-Site-09,46.61085,-117.24157,806,2017,95,0,306.5,64.95,210.9,142.49
2017-Site-09,46.61085,-117.24157,806,2017,102,0,324.04,91.54,265.14,184.13
2017-Site-09,46.61085,-117.24157,806,2017,109,0,344.12,117.97,321.15,227.54
2017-Site-09,46.61085,-117.24157,806,2017,116,0,369.77,158.76,393.44,287.23
2017-Site-09,46.61085,-117.24157,806,2017,123,0,373.18,196.25,462.43,343.62
2017-Site-09,46.61085,-117.24157,806,2017,130,0,387.39,284.33,582.01,450.6
2017-Site-09,46.61085,-117.24157,806,2017,137,0,413.01,319.8,648.98,504.97
2017-Site-09,46.61085,-117.24157,806,2017,144,0,415.59,434.98,795.66,639.05
2017-Site-09,46.61085,-117.24157,806,2017,151,0,416.99,580.34,972.52,803.31
2017-Site-09,46.61085,-117.24157,806,2017,158,0,428.18,720.32,1144.0,962.19
2017-Site-09,46.61085,-117.24157,806,2017,165,3,437.01,816.02,1271.2,1076.79
2017-Site-09,46.61085,-117.24157,806,2017,172,25,444.7,968.79,1455.47,1248.46
2017-Site-09,46.61085,-117.24157,806,2017,179,3,446.94,1141.08,1659.26,1439.65
